label,text
valid,"['idc', 'get', 'weaseling', 'way', 'shit', 'twice', 'row']"
valid,"['wil', 'ltgt', 'minutes', 'got', 'space']"
valid,"['sleepingand', 'surfing']"
valid,"['thanks', 'picking', 'trash']"
valid,"['do', 'nt', 'go', 'tell', 'friend', 'you', 're', 'sure', 'want', 'live', 'smokes', 'much', 'spend', 'hours', 'begging', 'come', 'smoke']"
valid,"['hi', 'kate', 'lovely', 'see', 'tonight', 'ill', 'phone', 'tomorrow', 'got', 'sing', 'guy', 'gave', 'card', 'xxx']"
valid,"['happy', 'new', 'year', 'dear', 'brother', 'really', 'miss', 'got', 'number', 'decided', 'send', 'text', 'wishing', 'happiness', 'abiola']"
valid,"['means', 'get', 'door']"
valid,"['opinion', 'jada', 'kusruthi', 'lovable', 'silent', 'spl', 'character', 'matured', 'stylish', 'simple', 'pls', 'reply']"
valid,"['hmmm', 'thought', 'said', 'hours', 'slave', 'late', 'punish']"
valid,['beerage']
spam,"['important', 'customer', 'service', 'announcement', 'premier', 'call', 'freephone']"
valid,"['do', 'nt', 'think', 'turns', 'like', 'randomlly', 'within', 'min', 'opening']"
valid,"['supposed', 'could', 'nt', 'make', 'she', 's', 'still', 'town', 'though']"
valid,"['time', 'fixes', 'spelling', 'sometimes', 'gets', 'completely', 'diff', 'word', 'go', 'figure']"
spam,"['ever', 'thought', 'living', 'good', 'life', 'perfect', 'partner', 'txt', 'back', 'name', 'age', 'join', 'mobile', 'community', 'psms']"
spam,"['free', 'top', 'polyphonic', 'tones', 'call', 'national', 'rate', 'get', 'toppoly', 'tune', 'sent', 'every', 'week', 'text', 'subpoly', 'per', 'pole', 'unsub']"
valid,"['gud', 'mrng', 'dear', 'hav', 'nice', 'day']"
valid,"['hoping', 'enjoyed', 'game', 'yesterday', 'sorry', 'i', 've', 'touch', 'pls', 'know', 'fondly', 'bein', 'thot', 'great', 'week', 'abiola']"
valid,"['e', 'best', 'ur', 'driving', 'tmr']"
valid,"['ywhere', 'u', 'dogbreath', 'sounding', 'like', 'jan', 'c', 'that', 's', 'al']"
valid,"['omg', 'want', 'scream', 'weighed', 'lost', 'weight', 'woohoo']"
valid,"['generally', 'is', 'nt', 'one', 'uncountable', 'noun', 'u', 'dictionary', 'pieces', 'research']"
valid,"['really', 'getting', 'hanging', 'around']"
spam,"['orange', 'customer', 'may', 'claim', 'free', 'camera', 'phone', 'upgrade', 'loyalty', 'call', 'offer', 'ends', 'thmarch', 'tcs', 'apply', 'optout', 'availa']"
valid,"['petey', 'boy', 'whereare', 'friendsare', 'thekingshead', 'come', 'canlove', 'nic']"
valid,"['ok', 'msg', 'u', 'b', 'leave', 'house']"
valid,"['gimme', 'ltgt', 'minutes', 'ago']"
spam,"['last', 'chance', 'claim', 'ur', 'worth', 'discount', 'vouchers', 'today', 'text', 'shop', 'savamob', 'offers', 'mobile', 'cs', 'savamob', 'pobox', 'muz', 'sub']"
valid,"['appt', 'lttimegt', 'fault', 'u', 'do', 'nt', 'listen', 'told', 'u', 'twice']"
spam,"['free', 'st', 'week', 'nokia', 'tone', 'ur', 'mobile', 'every', 'week', 'txt', 'nokia', 'get', 'txting', 'tell', 'ur', 'mates', 'wwwgetzedcouk', 'pobox', 'wwq', 'normptone']"
spam,"['guaranteed', 'award', 'even', 'cashto', 'claim', 'ur', 'award', 'call', 'free', 'stop', 'getstop', 'php', 'rg', 'jx']"
valid,"['k', 'ill']"
valid,"['dled', 'imp']"
valid,"['sure', 'make', 'sure', 'knows', 'ai', 'nt', 'smokin', 'yet']"
valid,"['boooo', 'always', 'work', 'quit']"
valid,"['taking', 'half', 'day', 'leave', 'bec', 'well']"
valid,"['ugh', 'do', 'nt', 'wanna', 'get', 'bed', 'warm']"
valid,"['ssnervous', 'ltgt']"
valid,"['there', 's', 'ring', 'comes', 'guys', 'costumes', 'gift', 'future', 'yowifes', 'hint', 'hint']"
spam,"['congratulations', 'ur', 'awarded', 'either', 'cd', 'gift', 'vouchers', 'free', 'entry', 'weekly', 'draw', 'txt', 'music', 'tncs', 'wwwldewcomwinppmxage']"
valid,"['borrow', 'ur', 'bag', 'ok']"
spam,"['u', 'outbid', 'simonwatson', 'shinco', 'dvd', 'plyr', 'bid', 'visit', 'sms', 'acsmsrewards', 'end', 'bid', 'notifications', 'reply', 'end']"
valid,"['where', 's', 'boytoy', 'miss', 'happened']"
valid,"['lots', 'used', 'ones', 'babe', 'model', 'does', 'nt', 'help', 'youi', 'bring', 'hell', 'match']"
valid,"['also', 'bringing', 'galileo', 'dobby']"
valid,['responding']
valid,"['boo', 'babe', 'u', 'enjoyin', 'yourjob', 'u', 'seemed', 'b', 'gettin', 'well', 'hunnyhope', 'ure', 'oktake', 'care', 'illspeak', 'u', 'soonlots', 'loveme', 'xxxx']"
valid,"['good', 'afternoon', 'starshine', 'how', 's', 'boytoy', 'crave', 'yet', 'ache', 'fuck', 'sips', 'cappuccino', 'miss', 'babe', 'teasing', 'kiss']"
valid,"['road', 'ca', 'nt', 'txt']"
spam,"['smsservices', 'yourinclusive', 'text', 'credits', 'pls', 'goto', 'wwwcomuknet', 'login', 'qxj', 'unsubscribe', 'stop', 'extra', 'charge', 'help', 'comuk', 'cm', 'ae']"
spam,"['p', 'alfie', 'moons', 'children', 'need', 'song', 'ur', 'mob', 'tell', 'ur', 'ms', 'txt', 'tone', 'charity', 'nokias', 'poly', 'charity', 'polys', 'zed', 'profit', 'charity']"
valid,"['good', 'evening', 'ttyl']"
valid,"['hmm', 'bits', 'pieces', 'lol', 'sighs']"
valid,"['hahahause', 'brain', 'dear']"
valid,"['hey', 'got', 'mail']"
valid,"['sorry', 'light', 'turned', 'green', 'meant', 'another', 'friend', 'wanted', 'ltgt', 'worth', 'may', 'around']"
valid,"['thanks', 'yesterday', 'sir', 'wonderful', 'hope', 'enjoyed', 'burial', 'mojibiola']"
spam,"['u', 'secret', 'admirer', 'reveal', 'thinks', 'u', 'r', 'special', 'call', 'opt', 'reply', 'reveal', 'stop', 'per', 'msg', 'recd', 'cust', 'care']"
valid,"['hi', 'mate', 'rv', 'u', 'hav', 'nice', 'hol', 'message', 'say', 'hello', 'coz', 'have', 'nt', 'sent', 'u', 'ages', 'started', 'driving', 'stay', 'roadsrvx']"
spam,"['dear', 'voucher', 'holder', 'claim', 'weeks', 'offer', 'pc', 'please', 'go', 'httpwwwetlpcoukexpressoffer', 'tscs', 'apply', 'stop', 'texts', 'txt', 'stop']"
valid,"['thank', 'much', 'skyped', 'wit', 'kz', 'sura', 'did', 'nt', 'get', 'pleasure', 'company', 'hope', 'good', 'we', 've', 'given', 'ultimatum', 'oh', 'countin', 'aburo', 'enjoy', 'message', 'sent', 'days', 'ago']"
valid,"['surely', 'result', 'offer']"
valid,"['good', 'morning', 'dear', 'great', 'amp', 'successful', 'day']"
spam,"['want', 'anytime', 'network', 'mins', 'text', 'new', 'video', 'phone', 'five', 'pounds', 'per', 'week', 'call', 'reply', 'delivery', 'tomorrow']"
valid,"['sir', 'late', 'paying', 'rent', 'past', 'months', 'pay', 'ltgt', 'charge', 'felt', 'would', 'inconsiderate', 'nag', 'something', 'give', 'great', 'cost', 'that', 's', 'did', 'nt', 'speak', 'however', 'recession', 'wo', 'nt', 'able', 'pay', 'charge', 'month', 'hence', 'askin', 'well', 'ahead', 'months', 'end', 'please', 'help', 'thanks']"
spam,"['tried', 'contact', 'offer', 'new', 'video', 'phone', 'anytime', 'network', 'mins', 'half', 'price', 'rental', 'camcorder', 'call', 'reply', 'delivery', 'we', 'd']"
spam,"['last', 'chance', 'claim', 'ur', 'worth', 'discount', 'voucherstext', 'yes', 'nowsavamobmember', 'offers', 'mobile', 'cs', 'sub', 'remove', 'txt', 'x', 'stop']"
valid,"['luv', 'u', 'soo', 'much', 'u', 'do', 'nt', 'understand', 'special', 'u', 'r', 'ring', 'u', 'morrow', 'luv', 'u', 'xxx']"
valid,"['pls', 'send', 'comprehensive', 'mail', 'i', 'm', 'paying', 'much']"
valid,"['prashanthettans', 'mother', 'passed', 'away', 'last', 'night', 'pray', 'family']"
spam,"['urgent', 'call', 'landline', 'complimentary', 'ibiza', 'holiday', 'cash', 'await', 'collection', 'sae', 'tcs', 'po', 'box', 'sk', 'wp', 'ppm']"
valid,"['kkwhen', 'going']"
valid,"['meanwhile', 'shit', 'suite', 'xavier', 'decided', 'give', 'us', 'ltgt', 'seconds', 'warning', 'samantha', 'coming', 'playing', 'jays', 'guitar', 'impress', 'shit', 'also', 'do', 'nt', 'think', 'doug', 'realizes', 'do', 'nt', 'live', 'anymore']"
valid,"['stomach', 'thru', 'much', 'trauma', 'swear', 'ca', 'nt', 'eat', 'better', 'lose', 'weight']"
valid,"['officewhats', 'mattermsg', 'nowi', 'call', 'break']"
valid,"['yeah', 'there', 's', 'barely', 'enough', 'room', 'two', 'us', 'x', 'many', 'fucking', 'shoes', 'sorry', 'man', 'see', 'later']"
spam,"['todays', 'offer', 'claim', 'ur', 'worth', 'discount', 'vouchers', 'text', 'yes', 'savamob', 'member', 'offers', 'mobile', 'cs', 'sub', 'unsub', 'reply', 'x']"
valid,"['u', 'reach', 'orchard', 'already', 'u', 'wan', 'go', 'buy', 'tickets', 'first']"
valid,"['real', 'baby', 'want', 'bring', 'inner', 'tigress']"
valid,"['da', 'run', 'activate', 'full', 'version', 'da']"
valid,"['ah', 'poor', 'babyhope', 'urfeeling', 'bettersn', 'luv', 'probthat', 'overdose', 'work', 'hey', 'go', 'careful', 'spk', 'u', 'sn', 'lots', 'lovejen', 'xxx']"
valid,"['stop', 'story', 'i', 've', 'told', 'i', 've', 'returned', 'he', 's', 'saying', 'order']"
spam,"['talk', 'sexy', 'make', 'new', 'friends', 'fall', 'love', 'worlds', 'discreet', 'text', 'dating', 'service', 'text', 'vip', 'see', 'could', 'meet']"
valid,"['going', 'take', 'babe']"
valid,"['hai', 'ana', 'tomarrow', 'coming', 'morning', 'ltdecimalgt', 'ill', 'sathy', 'go', 'rto', 'office', 'reply', 'came', 'home']"
valid,"['spoons', 'okay']"
valid,"['say', 'somebody', 'named', 'tampa']"
valid,"['work', 'going', 'min']"
valid,"['brother', 'genius']"
valid,"['sorry', 'guess', 'whenever', 'get', 'hold', 'connections', 'maybe', 'hour', 'two', 'ill', 'text']"
valid,"['u', 'find', 'time', 'bus', 'coz', 'need', 'sort', 'stuff']"
valid,"['dude', 'i', 've', 'seeing', 'lotta', 'corvettes', 'lately']"
spam,"['congratulations', 'ur', 'awarded', 'either', 'yrs', 'supply', 'cds', 'virgin', 'records', 'mystery', 'gift', 'guaranteed', 'call', 'tscs', 'wwwsmsconet', 'pm', 'approx', 'mins']"
valid,"['consider', 'walls', 'bunkers', 'shit', 'important', 'never', 'play', 'peaceful', 'guess', 'place', 'high', 'enough', 'do', 'nt', 'matter']"
spam,"['private', 'account', 'statement', 'xxxxxx', 'shows', 'unredeemed', 'points', 'call', 'identifier', 'code', 'expires']"
spam,"['hello', 'need', 'posh', 'birds', 'chaps', 'user', 'trial', 'prods', 'champneys', 'put', 'need', 'address', 'dob', 'asap', 'ta', 'r']"
spam,"['u', 'want', 'xmas', 'free', 'text', 'messages', 'new', 'video', 'phone', 'half', 'price', 'line', 'rental', 'call', 'free', 'find']"
valid,"['well', 'officially', 'philosophical', 'hole', 'u', 'wanna', 'call', 'home', 'ready', 'saved']"
valid,"['going', 'goodno', 'problembut', 'still', 'need', 'little', 'experience', 'understand', 'american', 'customer', 'voice']"
valid,"['ill', 'text', 'drop', 'x']"
valid,"['ugh', 'long', 'day', 'i', 'm', 'exhausted', 'want', 'cuddle', 'take', 'nap']"
valid,"['talk', 'atleast', 'day', 'otherwise', 'miss', 'best', 'friend', 'world', 'shakespeare', 'shesil', 'ltgt']"
spam,"['shop', 'till', 'u', 'drop', 'either', 'k', 'k', 'cash', 'travel', 'voucher', 'call', 'ntt', 'po', 'box', 'crbt', 'fixedline', 'cost', 'ppm', 'mobile', 'vary']"
valid,"['castor', 'need', 'see', 'something']"
spam,"['sunshine', 'quiz', 'wkly', 'q', 'win', 'top', 'sony', 'dvd', 'player', 'u', 'know', 'country', 'liverpool', 'played', 'mid', 'week', 'txt', 'ansr', 'sptyrone']"
spam,"['u', 'secret', 'admirer', 'looking', 'make', 'contact', 'ufind', 'rreveal', 'thinks', 'ur', 'specialcall']"
spam,"['u', 'secret', 'admirer', 'looking', 'make', 'contact', 'ufind', 'rreveal', 'thinks', 'ur', 'specialcall', 'stopsms']"
spam,"['reminder', 'downloaded', 'content', 'already', 'paid', 'goto', 'httpdoit', 'mymoby', 'tv', 'collect', 'content']"
valid,"['see', 'knew', 'giving', 'break', 'times', 'woul', 'lead', 'always', 'wanting', 'miss', 'curfew', 'gon', 'na', 'gibe', 'til', 'one', 'midnight', 'movie', 'gon', 'na', 'get', 'til', 'need', 'come', 'home', 'need', 'getsleep', 'anything', 'need', 'b', 'studdying', 'ear', 'training']"
valid,"['love', 'give', 'massages', 'use', 'lots', 'baby', 'oil', 'fave', 'position']"
valid,"['dude', 'go', 'sup']"
valid,"['yoyyooo', 'u', 'know', 'change', 'permissions', 'drive', 'mac', 'usb', 'flash', 'drive']"
valid,"['gibbs', 'unsoldmike', 'hussey']"
valid,"['like', 'talk', 'pa', 'able', 'do', 'nt', 'know']"
valid,"['dun', 'cut', 'short', 'leh', 'u', 'dun', 'like', 'ah', 'failed', 'she', 's', 'quite', 'sad']"
valid,"['unbelievable', 'faglord']"
valid,"['wifehow', 'knew', 'time', 'murder', 'exactly']"
valid,"['ask', 'princess']"
valid,"['great', 'princess', 'thinking']"
valid,"['nutter', 'cutter', 'ctter', 'cttergg', 'cttargg', 'ctargg', 'ctagg', 'ie']"
valid,"['ok', 'noe', 'ure', 'busy', 'i', 'm', 'really', 'bored', 'msg', 'u', 'oso', 'dunno', 'wat', 'colour', 'choose', 'one']"
valid,"['does', 'nt', 'g', 'class', 'early', 'tomorrow', 'thus', 'should', 'nt', 'trying', 'smoke', 'ltgt']"
valid,"['superb', 'thought', 'grateful', 'u', 'do', 'nt', 'everything', 'u', 'want', 'means', 'u', 'still', 'opportunity', 'happier', 'tomorrow', 'u', 'today']"
valid,"['hope', 'good', 'week', 'checking']"
valid,"['i', 'm', 'used', 'hope', 'agents', 'do', 'nt', 'drop', 'since', 'i', 've', 'booked', 'things', 'year', 'whole', 'boston', 'nyc', 'experiment']"
valid,"['thursday', 'night', 'yeah', 'sure', 'thing', 'well', 'work']"
spam,"['free', 'ringtone', 'waiting', 'collected', 'simply', 'text', 'password', 'mix', 'verify', 'get', 'usher', 'britney', 'fml', 'po', 'box', 'mk', 'h', 'ppw']"
valid,"['probably', 'money', 'worries', 'things', 'coming', 'due', 'several', 'outstanding', 'invoices', 'work', 'two', 'three', 'months', 'ago']"
valid,"['possible', 'teach']"
valid,"['wonder', 'phone', 'battery', 'went', 'dead', 'tell', 'love', 'babe']"
valid,"['lovely', 'smell', 'bus', 'ai', 'nt', 'tobacco']"
valid,"['getting', 'worried', 'derek', 'taylor', 'already', 'assumed', 'worst']"
valid,"['hey', 'what', 's', 'charles', 'sorry', 'late', 'reply']"
spam,"['lastest', 'stereophonics', 'marley', 'dizzee', 'racal', 'libertines', 'strokes', 'win', 'nookii', 'games', 'flirt', 'click', 'themob', 'wap', 'bookmark', 'text', 'wap']"
valid,"['ill', 'give', 'plus', 'said', 'grinule', 'greet', 'whenever', 'speak']"
valid,"['white', 'fudge', 'oreos', 'stores']"
spam,"['january', 'male', 'sale', 'hot', 'gay', 'chat', 'cheaper', 'call', 'national', 'rate', 'pmin', 'cheap', 'pmin', 'peak', 'stop', 'texts', 'call', 'pmin']"
valid,"['love', 'come', 'took', 'long', 'leave', 'zahers', 'got', 'words', 'ym', 'happy', 'see', 'sad', 'left', 'miss']"
valid,"['sorry', 'hurt']"
valid,"['ca', 'nt', 'feel', 'nauseous', 'i', 'm', 'pissed', 'did', 'nt', 'eat', 'sweets', 'week', 'cause', 'today', 'planning', 'pig', 'dieting', 'week', 'i', 'm', 'hungry']"
valid,"['ok', 'lor', 'early', 'still', 'project', 'meeting']"
valid,"['call', 'da', 'waiting', 'call']"
valid,"['could', 'ask', 'carlos', 'could', 'get', 'anybody', 'else', 'chip']"
valid,"['actually', 'send', 'reminder', 'today', 'wonderful', 'weekend']"
valid,"['people', 'see', 'msgs', 'think', 'iam', 'addicted', 'msging', 'wrong', 'bcoz', 'do', 'nt', 'know', 'iam', 'addicted', 'sweet', 'friends', 'bslvyl']"
valid,"['hey', 'gave', 'photo', 'registered', 'driving', 'ah', 'tmr', 'wanna', 'meet', 'yck']"
valid,"['do', 'nt', 'talk', 'ever', 'ok', 'word']"
valid,"['u', 'wana', 'see']"
valid,"['way', 'school', 'pls', 'send', 'ashleys', 'number']"
valid,"['shall', 'fine', 'avalarr', 'hollalater']"
valid,"['went', 'attend', 'another', 'two', 'rounds', 'todaybut', 'still', 'didt', 'reach', 'home']"
valid,"['actually', 'deleted', 'old', 'websitenow', 'blogging', 'magicalsongsblogspotcom']"
valid,"['k', 'wait', 'chikkuil', 'send', 'aftr', 'ltgt', 'mins']"
valid,"['i', 'm', 'diet', 'ate', 'many', 'slices', 'pizza', 'yesterday', 'ugh', 'i', 'm', 'always', 'diet']"
valid,"['ki', 'give', 'kvb', 'acc', 'details']"
valid,"['oh', 'come', 'ah']"
spam,"['money', 'r', 'lucky', 'winner', 'claim', 'prize', 'text', 'money', 'million', 'give', 'away', 'pptxnormal', 'text', 'rate', 'box', 'wtjy']"
valid,"['i', 'm', 'really', 'sorry', 'wo', 'nt', 'b', 'able', 'fridayhope', 'u', 'find', 'alternativehope', 'yr', 'terms', 'going', 'ok']"
valid,"['congratulations', 'ore', 'mo', 'owo', 'wa', 'enjoy', 'wish', 'many', 'happy', 'moments', 'fro', 'wherever', 'go']"
valid,"['samus', 'shoulders', 'yet']"
valid,"['time', 'think', 'you', 'll', 'need', 'know', 'near', 'campus']"
spam,"['dear', 'matthew', 'please', 'call', 'landline', 'complimentary', 'lux', 'tenerife', 'holiday', 'cash', 'await', 'collection', 'ppm', 'sae', 'tcs', 'box', 'skxh']"
valid,"['dun', 'wear', 'jeans', 'lor']"
valid,"['since', 'side', 'fever', 'vomitin']"
valid,"['kkare', 'college']"
spam,"['urgent', 'call', 'landline', 'complimentary', 'tenerife', 'holiday', 'cash', 'await', 'collection', 'sae', 'tcs', 'box', 'hp', 'yf', 'ppm']"
valid,"['better', 'made', 'friday', 'stuffed', 'like', 'pig', 'yesterday', 'feel', 'bleh', 'least', 'writhing', 'pain', 'kind', 'bleh']"
valid,"['sell', 'well', 'tons', 'coins', 'sell', 'coins', 'someone', 'thru', 'paypal', 'voila', 'money', 'back', 'life', 'pockets']"
valid,"['they', 're', 'lots', 'places', 'hospitals', 'medical', 'places', 'safe']"
spam,"['getting', 'touch', 'folks', 'waiting', 'company', 'txt', 'back', 'name', 'age', 'opt', 'enjoy', 'community', 'psms']"
valid,"['also', 'i', 've', 'sorta', 'blown', 'couple', 'times', 'recently', 'i', 'd', 'rather', 'text', 'blue', 'looking', 'weed']"
valid,"['sent', 'scores', 'sophas', 'secondary', 'application', 'schools', 'think', 'thinking', 'applying', 'research', 'cost', 'also', 'contact', 'joke', 'ogunrinde', 'school', 'one', 'less', 'expensive', 'ones']"
valid,"['ca', 'nt', 'wait', 'see', 'photos', 'useful']"
spam,"['ur', 'cashbalance', 'currently', 'pounds', 'maximize', 'ur', 'cashin', 'send', 'go', 'pmsg', 'cc', 'po', 'box', 'tcrw']"
valid,"['hey', 'booked', 'kb', 'sat', 'already', 'lessons', 'going', 'ah', 'keep', 'sat', 'night', 'free', 'need', 'meet', 'confirm', 'lodging']"
valid,"['chk', 'ur', 'belovd', 'ms', 'dict']"
valid,"['time', 'want', 'come']"
valid,"['awesome', 'lemme', 'know', 'whenever', 'you', 're', 'around']"
valid,"['shb', 'b', 'ok', 'lor', 'thanx']"
valid,"['beautiful', 'truth', 'gravity', 'read', 'carefully', 'heart', 'feels', 'light', 'someone', 'feels', 'heavy', 'someone', 'leaves', 'good', 'night']"
valid,"['also', 'remember', 'get', 'dobbys', 'bowl', 'car']"
spam,"['filthy', 'stories', 'girls', 'waiting']"
valid,"['sorry', 'c', 'ur', 'msg', 'yar', 'lor', 'poor', 'thing', 'one', 'night', 'tmr', 'ull', 'brand', 'new', 'room', 'sleep']"
valid,"['love', 'is', 'nt', 'decision', 'feeling', 'could', 'decide', 'love', 'life', 'would', 'much', 'simpler', 'less', 'magical']"
valid,"['welp', 'apparently', 'retired']"
valid,"['sort', 'code', 'acc', 'bank', 'natwest', 'reply', 'confirm', 'i', 've', 'sent', 'right', 'person']"
valid,[]
valid,"['u', 'sure', 'u', 'ca', 'nt', 'take', 'sick', 'time']"
spam,"['urgent', 'trying', 'contact', 'u', 'todays', 'draw', 'shows', 'prize', 'guaranteed', 'call', 'land', 'line', 'claim', 'validhrs']"
valid,"['watching', 'cartoon', 'listening', 'music', 'amp', 'eve', 'go', 'temple', 'amp', 'church', 'u']"
valid,"['yo', 'chad', 'gymnastics', 'class', 'wanna', 'take', 'site', 'says', 'christians', 'class', 'full']"
valid,"['much', 'buzy']"
valid,"['better', 'still', 'catch', 'let', 'ask', 'sell', 'ltgt']"
valid,"['sure', 'night', 'menu', 'know', 'noon', 'menu']"
valid,"['u', 'want', 'come', 'backa', 'beautiful', 'necklace', 'token', 'heart', 'youthats', 'give', 'wife', 'likingbe', 'seeno', 'one', 'give', 'thatdont', 'call', 'mei', 'wait', 'till', 'come']"
valid,"['willing', 'go', 'aptitude', 'class']"
valid,"['wo', 'nt', 'b', 'trying', 'sort', 'house', 'ok']"
valid,"['yar', 'lor', 'wan', 'go', 'c', 'horse', 'racing', 'today', 'mah', 'eat', 'earlier', 'lor', 'ate', 'chicken', 'rice', 'u']"
valid,"['haha', 'awesome', 'omw', 'back']"
valid,"['yup', 'thk', 'e', 'shop', 'closes', 'lor']"
valid,"['account', 'number']"
valid,"['eh', 'u', 'send', 'wrongly', 'lar']"
valid,"['hey', 'ad', 'crap', 'nite', 'borin', 'without', 'ya', 'boggy', 'u', 'boring', 'biatch', 'thanx', 'u', 'wait', 'til', 'nxt', 'time', 'il', 'ave', 'ya']"
valid,"['ok', 'shall', 'talk']"
valid,"['do', 'nt', 'hesitate', 'know', 'second', 'time', 'weakness', 'like', 'keep', 'notebook', 'eat', 'day', 'anything', 'changed', 'day', 'sure', 'nothing']"
valid,"['hey', 'pay', 'salary', 'de', 'ltgt']"
valid,"['another', 'month', 'need', 'chocolate', 'weed', 'alcohol']"
valid,"['started', 'searching', 'get', 'job', 'dayshe', 'great', 'potential', 'talent']"
valid,"['reckon', 'need', 'town', 'eightish', 'walk', 'carpark']"
spam,"['congrats', 'mobile', 'g', 'videophones', 'r', 'call', 'videochat', 'wid', 'mates', 'play', 'java', 'games', 'dload', 'polyph', 'music', 'noline', 'rentl']"
valid,"['look', 'fuckin', 'time', 'fuck', 'think']"
valid,"['yo', 'guess', 'dropped']"
valid,"['carlos', 'says', 'hell', 'mu', 'ltgt', 'minutes']"
valid,"['i', 'm', 'office', 'call', 'ltgt', 'min']"
valid,"['geeee', 'miss', 'already', 'know', 'think', 'fuck', 'ca', 'nt', 'wait', 'till', 'next', 'year', 'together', 'loving', 'kiss']"
valid,"['yun', 'ahthe', 'ubi', 'one', 'say', 'ü', 'wan', 'call', 'tomorrowcall', 'look', 'ireneere', 'got', 'bus', 'ubi', 'cresubi', 'tech', 'parkph', 'st', 'wkg', 'daysèn']"
valid,"['ugh', 'got', 'ta', 'drive', 'back', 'sd', 'la', 'butt', 'sore']"
valid,"['th', 'july']"
valid,"['hi', 'i', 'm', 'relaxing', 'time', 'ever', 'get', 'every', 'day', 'party', 'good', 'night', 'get', 'home', 'tomorrow', 'ish']"
valid,"['ü', 'ü', 'wan', 'come', 'come', 'lor', 'din', 'c', 'stripes', 'skirt']"
valid,"['xmas', 'story', 'peace', 'xmas', 'msg', 'love', 'xmas', 'miracle', 'jesus', 'hav', 'blessed', 'month', 'ahead', 'amp', 'wish', 'u', 'merry', 'xmas']"
valid,"['ca', 'nt', 'do', 'nt', 'number']"
valid,"['change', 'e', 'one', 'next', 'escalator']"
valid,"['yetunde', 'i', 'm', 'class', 'run', 'water', 'make', 'ok', 'pls']"
valid,"['lot', 'happened', 'feels', 'quiet', 'beth', 'aunts', 'charlie', 'working', 'lots', 'helen', 'mo']"
valid,"['ü', 'wait', 'bus', 'stop', 'aft', 'ur', 'lect', 'lar', 'dun', 'c', 'ü', 'go', 'get', 'car', 'come', 'back', 'n', 'pick', 'ü']"
valid,"['aight', 'thanks', 'comin']"
valid,"['nobut', 'heard', 'abt', 'tat']"
spam,"['please', 'call', 'customer', 'service', 'representative', 'freephone', 'ampm', 'guaranteed', 'cash', 'prize']"
valid,"['yeshe', 'really', 'greatbhaji', 'told', 'kallis', 'best', 'cricketer', 'sachin', 'worldvery', 'tough', 'get']"
valid,"['ltgt', 'think', 'say', 'syllabus']"
valid,"['umma', 'say', 'anything']"
valid,"['give', 'sec', 'think', 'think']"
spam,"['panasonic', 'bluetoothhdset', 'free', 'nokia', 'free', 'motorola', 'free', 'doublemins', 'doubletxt', 'orange', 'contract', 'call', 'mobileupd', 'call', 'optout']"
valid,"['do', 'nt', 'quite', 'know', 'still', 'ca', 'nt', 'get', 'hold', 'anyone', 'cud', 'pick', 'bout', 'pm', 'see', 'they', 're', 'pub']"
valid,"['poyyarikaturkolathupalayamunjalur', 'posterode', 'dis', 'ltgt']"
valid,"['dear', 'heroi', 'leaving', 'qatar', 'tonite', 'apt', 'opportunitypls', 'keep', 'touch', 'ltemailgt', 'kerala']"
valid,"['lol', 'would', 'mom', 'would', 'fit', 'tell', 'whole', 'family', 'crazy', 'terrible']"
valid,"['got', 'home', 'babe', 'still', 'awake']"
valid,"['dunno', 'close', 'oredi', 'ü', 'v', 'fan']"
valid,"['buy', 'pizza', 'meat', 'lovers', 'supreme', 'u', 'get', 'pick']"
valid,"['ya', 'toldshe', 'asking', 'wats', 'matter']"
valid,"['dearregret', 'cudnt', 'pick', 'calldrove', 'frm', 'ctla', 'cochin', 'homeleft', 'mobile', 'carente', 'style', 'ishtamayoohappy', 'bakrid']"
spam,"['free', 'st', 'week', 'nokia', 'tone', 'ur', 'mob', 'every', 'week', 'txt', 'nokia', 'get', 'txting', 'tell', 'ur', 'mates', 'wwwgetzedcouk', 'pobox', 'wwq', 'normptone']"
valid,"['shall', 'send', 'exe', 'mail', 'i', 'd']"
valid,"['nope', 'watching', 'tv', 'home', 'going', 'v', 'bored']"
valid,"['knowwait', 'check']"
valid,"['good', 'afternoon', 'glorious', 'anniversary', 'day', 'sweet', 'j', 'hope', 'finds', 'happy', 'content', 'prey', 'think', 'send', 'teasing', 'kiss', 'across', 'sea', 'coaxing', 'images', 'fond', 'souveniers', 'cougarpen']"
spam,"['guess', 'somebody', 'know', 'secretly', 'fancies', 'wanna', 'find', 'give', 'us', 'call', 'landline', 'dateboxessexcmxn', 'pmin']"
valid,"['still', 'tonight']"
valid,"['may', 'call', 'later', 'pls']"
valid,"['has', 'nt', 'pattern', 'recently', 'crap', 'weekends']"
valid,"['sore', 'throat', 'scratches', 'talk']"
valid,"['yes', 'da', 'plm', 'ur', 'office']"
valid,"['around', 'still', 'asleep', 'v']"
valid,"['lol', 'forgot', 'eh', 'yes', 'ill', 'bring', 'babe']"
valid,"['good', 'well', 'find', 'way']"
valid,"['use', 'foreign', 'stamps', 'country', 'good', 'lecture']"
valid,"['yup', 'bathe', 'liao']"
valid,"['happy', 'new', 'year', 'man']"
